doc_id,true_label,raw_prediction,raw_confidence,raw_margin,raw_used_field,raw_correct,specific_masking_prediction,specific_masking_confidence,specific_masking_margin,specific_masking_used_field,specific_masking_correct,generic_masking_prediction,generic_masking_confidence,generic_masking_margin,generic_masking_used_field,generic_masking_correct
syn_doc_036,Internal_Communications,Internal_Communications,0.08930489915669385,0.04514309018167999,text,True,Internal_Communications,0.09606576979076734,0.048210773833682115,anonymized_text,True,Internal_Communications,0.09604530587247609,0.04900036365868579,anonymized_text,True
syn_doc_037,Emails,Forms_Structured,0.017651725961763884,0.017651725961763884,text,False,Needs_Review,0.008952648064358538,0.003581115540225768,anonymized_text,False,Needs_Review,0.005355821945129698,0.005355821945129698,anonymized_text,False
syn_doc_038,Emails,Forms_Structured,0.028256284911982208,0.0067591426356893615,text,False,Forms_Structured,0.03491226373870312,0.008219632083641359,anonymized_text,False,Forms_Structured,0.03480669958868555,0.008194778396671619,anonymized_text,False
syn_doc_039,Emails,Emails,0.028537306709133677,0.004003987973771769,text,True,Emails,0.036148834688656206,0.002858825531305252,anonymized_text,True,Emails,0.035098221403121264,0.0022315469977204835,anonymized_text,True
syn_doc_040,Emails,Emails,0.03795475547214248,0.029849257357694316,text,True,Emails,0.04484677306870299,0.03396088683676722,anonymized_text,True,Emails,0.04841807294760889,0.03756572522075928,anonymized_text,True
syn_doc_041,Emails,Reports,0.025427787839943063,0.002161432767022721,text,False,Emails,0.04426296864594871,0.004458929955296419,anonymized_text,True,Reports,0.03977374732000794,0.006432054136442822,anonymized_text,False
syn_doc_042,Emails,Emails,0.0187366504675362,0.0027239005722764116,text,True,Emails,0.03876332943867434,0.01807400133808051,anonymized_text,True,Emails,0.02427587385724193,0.0035652974401693266,anonymized_text,True
syn_doc_043,Emails,Needs_Review,0.009732609668806092,0.009732609668806092,text,False,Internal_Communications,0.012561996157973812,0.004709632412069826,anonymized_text,False,Internal_Communications,0.012479181360929969,0.012479181360929969,anonymized_text,False
syn_doc_044,Emails,Needs_Review,0.0075733394164419566,0.0032055705758896377,text,False,Needs_Review,0.009368184696083632,0.0036824101842117775,anonymized_text,False,Needs_Review,0.009362786378374826,0.0042485916651557295,anonymized_text,False
syn_doc_045,Emails,Internal_Communications,0.020910699377579885,0.009275170229393233,text,False,Internal_Communications,0.01996095279472044,0.009141979453094924,anonymized_text,False,Internal_Communications,0.019940299424311827,0.01032160075940663,anonymized_text,False
syn_doc_046,Emails,Needs_Review,0.003569437749383115,0.00016431188126350606,text,False,Needs_Review,0.006520383802928952,0.0027752222574156417,anonymized_text,False,Needs_Review,0.003742856690680731,0.00020552536669010647,anonymized_text,False
syn_doc_047,Emails,Emails,0.025574962545529514,0.010580024452853774,text,True,Emails,0.027800792344538257,0.010435991052987537,anonymized_text,True,Emails,0.029799832668997453,0.01235821167373198,anonymized_text,True
syn_doc_048,Emails,Internal_Communications,0.019195974713733785,0.0015811278566347509,text,False,Emails,0.03571551381053502,0.011241134707184942,anonymized_text,True,Internal_Communications,0.024593133466693184,0.002140510339267019,anonymized_text,False
syn_doc_049,Emails,Emails,0.03329294630152047,0.007495082224400828,text,True,Emails,0.03743620584797006,0.009192239319065133,anonymized_text,True,Emails,0.03692203983454058,0.008595981396152242,anonymized_text,True
syn_doc_050,HR_Documents,HR_Documents,0.12765810608713754,0.11936467946435599,text,True,HR_Documents,0.10907683382745224,0.09680030249334097,anonymized_text,True,HR_Documents,0.10846702451930561,0.09625912685209319,anonymized_text,True
syn_doc_051,HR_Documents,HR_Documents,0.1245325214011221,0.09762888056645644,text,True,HR_Documents,0.0677639824863136,0.03691255979789895,anonymized_text,True,HR_Documents,0.06664719504366805,0.03630422065156082,anonymized_text,True
syn_doc_052,HR_Documents,HR_Documents,0.1418030974566077,0.1000308713641286,text,True,HR_Documents,0.12588526477673634,0.08501498701098657,anonymized_text,True,HR_Documents,0.12451434950115058,0.0817966778724292,anonymized_text,True
syn_doc_053,HR_Documents,HR_Documents,0.053474574885103154,0.04181438630982069,text,True,HR_Documents,0.0740875616912463,0.06385726068220668,anonymized_text,True,HR_Documents,0.07392362867228107,0.06053338130512358,anonymized_text,True
syn_doc_054,HR_Documents,HR_Documents,0.021132935071960596,0.016056592878042578,text,True,HR_Documents,0.026213986863167678,0.019601486847201928,anonymized_text,True,HR_Documents,0.026117084459466297,0.019529028155529822,anonymized_text,True
syn_doc_055,HR_Documents,HR_Documents,0.1581673427120804,0.144590775390697,text,True,HR_Documents,0.12855630805662083,0.1136655510859455,anonymized_text,True,HR_Documents,0.12786770459327199,0.11305670898924525,anonymized_text,True
syn_doc_056,HR_Documents,HR_Documents,0.07285086044858782,0.054548788775186825,text,True,HR_Documents,0.08687527598139327,0.06484486596919727,anonymized_text,True,HR_Documents,0.08621461653745022,0.06435174093897639,anonymized_text,True
syn_doc_057,HR_Documents,HR_Documents,0.0352153103706333,0.015396314385805528,text,True,HR_Documents,0.038607005379578826,0.006182871568411734,anonymized_text,True,HR_Documents,0.03823607821021004,0.006123467969844754,anonymized_text,True
syn_doc_058,HR_Documents,HR_Documents,0.022514903506574417,0.011483872498621725,text,True,HR_Documents,0.025280867994148443,0.019246904724999857,anonymized_text,True,HR_Documents,0.025288980490082134,0.019253080954247756,anonymized_text,True
syn_doc_060,HR_Documents,HR_Documents,0.0485224525399458,0.03598918815717992,text,True,HR_Documents,0.05530601037196767,0.037445780849006016,anonymized_text,True,HR_Documents,0.05515183199117199,0.037341392016398134,anonymized_text,True
syn_doc_061,HR_Documents,HR_Documents,0.04883347271227749,0.04185729666150259,text,True,HR_Documents,0.056623132420434374,0.04845816361092488,anonymized_text,True,HR_Documents,0.056225826350146814,0.04811814846632542,anonymized_text,True
syn_doc_062,Forms_Structured,HR_Documents,0.09174494710221141,0.004848485517107745,text,False,Forms_Structured,0.12535422171229138,0.007675445678206744,anonymized_text,True,Forms_Structured,0.12229845561727798,0.007488340957303011,anonymized_text,True
syn_doc_063,Forms_Structured,Forms_Structured,0.07390567062535146,0.05786327539535602,text,True,Forms_Structured,0.10606795335420945,0.09540791319939958,anonymized_text,True,Forms_Structured,0.1011271918243789,0.08112875404398538,anonymized_text,True
syn_doc_64,Forms_Structured,Forms_Structured,0.06038909123810183,0.04302647258884047,text,True,Forms_Structured,0.07011956748566428,0.05021244678221339,anonymized_text,True,Forms_Structured,0.06917869682814805,0.049538691659163914,anonymized_text,True
syn_doc_65,Forms_Structured,Forms_Structured,0.029338306692701897,0.008923242560949018,text,True,Forms_Structured,0.04011227903765009,0.008470010262729581,anonymized_text,True,Forms_Structured,0.03978178765268339,0.008400224514086778,anonymized_text,True
syn_doc_66,Forms_Structured,Forms_Structured,0.0304658258291379,0.022276079191857555,text,True,Forms_Structured,0.042152344024210205,0.033129106123314045,anonymized_text,True,Forms_Structured,0.04163700109601121,0.030369144312672645,anonymized_text,True
syn_doc_67,Forms_Structured,Needs_Review,0.00786021476047065,0.0025608957508474707,text,False,Needs_Review,0.006720451777536949,0.0016456860698891617,anonymized_text,False,Needs_Review,0.009875771478776144,0.0032291639869277307,anonymized_text,False
