doc_id,true_label,tfidf_prediction,tfidf_confidence,tfidf_margin,tfidf_used_field,tfidf_correct,embedding_prediction,embedding_confidence,embedding_margin,embedding_used_field,embedding_correct,embedding_large_prediction,embedding_large_confidence,embedding_large_margin,embedding_large_used_field,embedding_large_correct,zeroshot_prediction,zeroshot_confidence,zeroshot_margin,zeroshot_used_field,zeroshot_correct,zeroshot_large_prediction,zeroshot_large_confidence,zeroshot_large_margin,zeroshot_large_used_field,zeroshot_large_correct
doc_0011,Policy_Procedure_Contract,Policy_Procedure_Contract,0.0722461885735807,0.027516402457504842,anonymized_text,True,Policy_Procedure_Contract,0.7029223442077637,0.08452248573303223,anonymized_text,True,Needs_Review,0.5777809619903564,0.00892174243927002,anonymized_text,False,Reports,0.22895921766757965,0.040353432297706604,anonymized_text,False,Needs_Review,0.2536521255970001,0.016696736216545105,anonymized_text,False
doc_0012,Policy_Procedure_Contract,,,,,False,,,,,False,,,,,False,,,,,False,,,,,False
doc_0013,Policy_Procedure_Contract,Policy_Procedure_Contract,0.14739451704345413,0.05582266012807913,anonymized_text,True,Policy_Procedure_Contract,0.7001816630363464,0.052148520946502686,anonymized_text,True,Policy_Procedure_Contract,0.6306843757629395,0.07560789585113525,anonymized_text,True,Reports,0.2760940492153168,0.038332998752593994,anonymized_text,False,HR_Documents,0.22240735590457916,0.04370047152042389,anonymized_text,False
doc_0014,Policy_Procedure_Contract,Policy_Procedure_Contract,0.12192562446494586,0.10101408817447989,anonymized_text,True,Policy_Procedure_Contract,0.7356416583061218,0.12110304832458496,anonymized_text,True,Policy_Procedure_Contract,0.6505017876625061,0.09687072038650513,anonymized_text,True,Needs_Review,0.2188931256532669,0.01245252788066864,anonymized_text,False,Policy_Procedure_Contract,0.45845887064933777,0.28016239404678345,anonymized_text,True
doc_0015,Policy_Procedure_Contract,Policy_Procedure_Contract,0.08494799874635532,0.05461258395328698,anonymized_text,True,Policy_Procedure_Contract,0.6621077656745911,0.06108546257019043,anonymized_text,True,Policy_Procedure_Contract,0.6273656487464905,0.058518946170806885,anonymized_text,True,Emails,0.37073591351509094,0.20936845242977142,anonymized_text,False,Emails,0.25926801562309265,0.032352909445762634,anonymized_text,False
doc_0016,Policy_Procedure_Contract,Policy_Procedure_Contract,0.10564014677981103,0.08276072764347298,anonymized_text,True,Policy_Procedure_Contract,0.7081798911094666,0.09372246265411377,anonymized_text,True,Policy_Procedure_Contract,0.64192134141922,0.08962208032608032,anonymized_text,True,Needs_Review,0.24985159933567047,0.02503219246864319,anonymized_text,False,Needs_Review,0.2164829969406128,0.026275619864463806,anonymized_text,False
doc_0017,Reports,Reports,0.05277251910814394,0.026215866319572897,anonymized_text,True,Reports,0.7496055960655212,0.0697627067565918,anonymized_text,True,Reports,0.677605926990509,0.06631934642791748,anonymized_text,True,Emails,0.3387129604816437,0.14964932203292847,anonymized_text,False,Reports,0.358970046043396,0.16283242404460907,anonymized_text,True
doc_0018,Reports,Reports,0.03240857343720784,0.022215996307471994,anonymized_text,True,Reports,0.7177141904830933,0.09816938638687134,anonymized_text,True,Reports,0.6560306549072266,0.07697689533233643,anonymized_text,True,Needs_Review,0.24010179936885834,0.013603731989860535,anonymized_text,False,Reports,0.3223865032196045,0.08332990109920502,anonymized_text,True
doc_0019,Reports,Reports,0.07219231674049757,0.005349910806614247,anonymized_text,True,Reports,0.702465832233429,0.08714449405670166,anonymized_text,True,Reports,0.6499013304710388,0.12183469533920288,anonymized_text,True,Reports,0.40057098865509033,0.19664134085178375,anonymized_text,True,Needs_Review,0.2654202878475189,0.024981871247291565,anonymized_text,False
doc_0020,Policy_Procedure_Contract,Reports,0.03888717213032917,0.0009078131076633647,anonymized_text,False,Reports,0.6747410893440247,0.026320576667785645,anonymized_text,False,Needs_Review,0.5865290760993958,0.0025768280029296875,anonymized_text,False,Forms_Structured,0.3786483705043793,0.14386160671710968,anonymized_text,False,Reports,0.6849400401115417,0.606900542974472,anonymized_text,False
doc_0021,Policy_Procedure_Contract,Policy_Procedure_Contract,0.05134027362628112,0.026529225703917303,anonymized_text,True,Policy_Procedure_Contract,0.6907630562782288,0.02051854133605957,anonymized_text,True,Policy_Procedure_Contract,0.6558082103729248,0.0595172643661499,anonymized_text,True,Emails,0.2631427049636841,0.05982774496078491,anonymized_text,False,Reports,0.27684342861175537,0.07249455153942108,anonymized_text,False
doc_0022,Reports,Reports,0.04546465222364377,0.008048358578889261,anonymized_text,True,Reports,0.7129092216491699,0.03612726926803589,anonymized_text,True,Reports,0.6212469935417175,0.019842922687530518,anonymized_text,True,Reports,0.3438775837421417,0.07157182693481445,anonymized_text,True,Reports,0.8839837312698364,0.8375902362167835,anonymized_text,True
doc_0023,Reports,Reports,0.03107401103676983,0.00566537769019548,anonymized_text,True,Reports,0.692671000957489,0.0636296272277832,anonymized_text,True,Reports,0.6195184588432312,0.01473933458328247,anonymized_text,True,Reports,0.30216729640960693,0.09309977293014526,anonymized_text,True,Reports,0.3345182538032532,0.09422801434993744,anonymized_text,True
doc_0024,Policy_Procedure_Contract,Policy_Procedure_Contract,0.049126346666298074,0.023792026015144845,anonymized_text,True,Policy_Procedure_Contract,0.6721823215484619,0.012379288673400879,anonymized_text,True,Policy_Procedure_Contract,0.6295897960662842,0.04753392934799194,anonymized_text,True,Forms_Structured,0.3104645013809204,0.09395447373390198,anonymized_text,False,HR_Documents,0.31648945808410645,0.09856684505939484,anonymized_text,False
doc_0025,Policy_Procedure_Contract,Reports,0.07824194632370617,0.03432819640007197,anonymized_text,False,Reports,0.6855266690254211,0.05898487567901611,anonymized_text,False,Reports,0.5632174015045166,0.06131565570831299,anonymized_text,False,Forms_Structured,0.3540673553943634,0.14463329315185547,anonymized_text,False,Needs_Review,0.2340131402015686,0.02478720247745514,anonymized_text,False
doc_0026,Policy_Procedure_Contract,Policy_Procedure_Contract,0.04032541191886987,0.023882216721099025,anonymized_text,True,Needs_Review,0.6737290620803833,2.3066997528076172e-05,anonymized_text,False,Policy_Procedure_Contract,0.6076058149337769,0.06548303365707397,anonymized_text,True,Forms_Structured,0.27969056367874146,0.060006216168403625,anonymized_text,False,HR_Documents,0.5342044234275818,0.3858783543109894,anonymized_text,False
doc_0027,Reports,Reports,0.09039864049113598,0.027800558257369684,anonymized_text,True,Reports,0.690513014793396,0.05498242378234863,anonymized_text,True,Reports,0.6076890826225281,0.02501523494720459,anonymized_text,True,Emails,0.25494247674942017,0.052645474672317505,anonymized_text,False,Needs_Review,0.18283335864543915,0.0014239400625228882,anonymized_text,False
doc_0028,Reports,Reports,0.03798953542875746,0.006164822699632103,anonymized_text,True,Forms_Structured,0.6798178553581238,0.04119610786437988,anonymized_text,False,Forms_Structured,0.5718429088592529,0.0186576247215271,anonymized_text,False,Forms_Structured,0.28782153129577637,0.09688015282154083,anonymized_text,False,Needs_Review,0.22786998748779297,0.0012501329183578491,anonymized_text,False
doc_0029,Policy_Procedure_Contract,Policy_Procedure_Contract,0.019444163345061813,0.009176557595973358,anonymized_text,True,Policy_Procedure_Contract,0.7048096656799316,0.06397378444671631,anonymized_text,True,Policy_Procedure_Contract,0.6063430905342102,0.06472301483154297,anonymized_text,True,Forms_Structured,0.2652742266654968,0.07782335579395294,anonymized_text,False,HR_Documents,0.2796939015388489,0.09748008847236633,anonymized_text,False
doc_0030,Reports,Policy_Procedure_Contract,0.024462421502313588,0.002980272464933032,anonymized_text,False,Policy_Procedure_Contract,0.6937893629074097,0.012474358081817627,anonymized_text,False,Needs_Review,0.6053549647331238,0.007095634937286377,anonymized_text,False,Emails,0.6138933300971985,0.464255228638649,anonymized_text,False,Emails,0.3391992449760437,0.09928138554096222,anonymized_text,False
doc_0031,Policy_Procedure_Contract,Policy_Procedure_Contract,0.0218799819625054,4.50564625519255e-05,anonymized_text,True,Policy_Procedure_Contract,0.6594614386558533,0.0445559024810791,anonymized_text,True,Policy_Procedure_Contract,0.5459150075912476,0.028341472148895264,anonymized_text,True,Forms_Structured,0.31721213459968567,0.12524037063121796,anonymized_text,False,Emails,0.3555915653705597,0.08905690908432007,anonymized_text,False
doc_0032,Policy_Procedure_Contract,Policy_Procedure_Contract,0.034255052316045524,0.024074666970254163,anonymized_text,True,Policy_Procedure_Contract,0.6553797125816345,0.03161817789077759,anonymized_text,True,Policy_Procedure_Contract,0.5768308639526367,0.023414552211761475,anonymized_text,True,Forms_Structured,0.36140504479408264,0.18718378245830536,anonymized_text,False,Needs_Review,0.2078728824853897,0.007223919034004211,anonymized_text,False
doc_0033,Policy_Procedure_Contract,Policy_Procedure_Contract,0.029964380890359705,0.02406032919038192,anonymized_text,True,Needs_Review,0.642119824886322,0.006267189979553223,anonymized_text,False,Needs_Review,0.5615672469139099,0.001985907554626465,anonymized_text,False,Forms_Structured,0.2346189171075821,0.05153191089630127,anonymized_text,False,HR_Documents,0.2521408498287201,0.03282484412193298,anonymized_text,False
doc_0034,Policy_Procedure_Contract,Policy_Procedure_Contract,0.02192720490430482,0.0060019756907212785,anonymized_text,True,Policy_Procedure_Contract,0.6744073629379272,0.044941604137420654,anonymized_text,True,Policy_Procedure_Contract,0.5678582191467285,0.04365009069442749,anonymized_text,True,Forms_Structured,0.3071052134037018,0.11310669779777527,anonymized_text,False,HR_Documents,0.3185208737850189,0.07807165384292603,anonymized_text,False
doc_0035,Reports,Reports,0.05078356986109197,0.019588293169467752,anonymized_text,True,Policy_Procedure_Contract,0.6797713041305542,0.021627843379974365,anonymized_text,False,Policy_Procedure_Contract,0.6206481456756592,0.029946863651275635,anonymized_text,False,Emails,0.29751020669937134,0.09847384691238403,anonymized_text,False,HR_Documents,0.2873474359512329,0.033257871866226196,anonymized_text,False
doc_0036,Reports,Forms_Structured,0.04709294220372679,0.010513500438944966,anonymized_text,False,Reports,0.6781444549560547,0.043548583984375,anonymized_text,True,Reports,0.5914607048034668,0.010175049304962158,anonymized_text,True,Reports,0.42320114374160767,0.19679561257362366,anonymized_text,True,Needs_Review,0.27081769704818726,0.01277974247932434,anonymized_text,False
doc_0037,Policy_Procedure_Contract,Policy_Procedure_Contract,0.034473788652893037,0.020957564338725206,anonymized_text,True,Needs_Review,0.6822563409805298,0.0022788047790527344,anonymized_text,False,Needs_Review,0.6164572834968567,0.003961622714996338,anonymized_text,False,Forms_Structured,0.2393072098493576,0.05027620494365692,anonymized_text,False,HR_Documents,0.22427088022232056,0.04134805500507355,anonymized_text,False
doc_0038,Policy_Procedure_Contract,Policy_Procedure_Contract,0.02821265542264628,0.004363547324451773,anonymized_text,True,Needs_Review,0.6925761699676514,0.006552219390869141,anonymized_text,False,Policy_Procedure_Contract,0.6277601718902588,0.03700816631317139,anonymized_text,True,Forms_Structured,0.26391687989234924,0.03239099681377411,anonymized_text,False,Needs_Review,0.20025049149990082,0.0012072473764419556,anonymized_text,False
doc_0039,Policy_Procedure_Contract,Policy_Procedure_Contract,0.038819827279152015,0.029752211765845783,anonymized_text,True,Policy_Procedure_Contract,0.679155170917511,0.039452314376831055,anonymized_text,True,Policy_Procedure_Contract,0.6214666366577148,0.0815272331237793,anonymized_text,True,Forms_Structured,0.24342617392539978,0.03182409703731537,anonymized_text,False,HR_Documents,0.34373077750205994,0.07423418760299683,anonymized_text,False
doc_0040,Policy_Procedure_Contract,Policy_Procedure_Contract,0.06972332900185622,0.059291782094571234,anonymized_text,True,Policy_Procedure_Contract,0.6814418435096741,0.059151291847229004,anonymized_text,True,Policy_Procedure_Contract,0.5643002986907959,0.010909736156463623,anonymized_text,True,Forms_Structured,0.35800880193710327,0.1666843295097351,anonymized_text,False,Needs_Review,0.2127247154712677,0.014047697186470032,anonymized_text,False
doc_0041,Policy_Procedure_Contract,Policy_Procedure_Contract,0.038770406669662784,0.029888959330081066,anonymized_text,True,Policy_Procedure_Contract,0.6680858731269836,0.028257131576538086,anonymized_text,True,Policy_Procedure_Contract,0.6132168173789978,0.06781220436096191,anonymized_text,True,Forms_Structured,0.3139041066169739,0.12911498546600342,anonymized_text,False,Needs_Review,0.3265714943408966,0.011881411075592041,anonymized_text,False
doc_0042,Policy_Procedure_Contract,Policy_Procedure_Contract,0.046087359343707335,0.019038361615265918,anonymized_text,True,Policy_Procedure_Contract,0.7033644318580627,0.036736130714416504,anonymized_text,True,Policy_Procedure_Contract,0.6283673644065857,0.05698573589324951,anonymized_text,True,Forms_Structured,0.3166980445384979,0.1368037611246109,anonymized_text,False,Needs_Review,0.20861046016216278,0.004308134317398071,anonymized_text,False
doc_0043,Policy_Procedure_Contract,Reports,0.05561724255058297,0.02601213085161035,anonymized_text,False,Policy_Procedure_Contract,0.664493978023529,0.020117998123168945,anonymized_text,True,Needs_Review,0.5408034324645996,0.0031118392944335938,anonymized_text,False,Internal_Communications,0.2757784128189087,0.03552614152431488,anonymized_text,False,HR_Documents,0.39692652225494385,0.21250231564044952,anonymized_text,False
doc_0044,Reports,Reports,0.05456378163401695,0.041502491955315426,anonymized_text,True,Reports,0.653202474117279,0.04764902591705322,anonymized_text,True,Reports,0.5917249321937561,0.05321228504180908,anonymized_text,True,Reports,0.626477062702179,0.5199432000517845,anonymized_text,True,Emails,0.5075181126594543,0.2883439213037491,anonymized_text,False
doc_0045,Reports,Reports,0.05398860856308254,0.02222837191813668,anonymized_text,True,Reports,0.6366589069366455,0.024410545825958252,anonymized_text,True,Reports,0.5940881371498108,0.014029145240783691,anonymized_text,True,Reports,0.32542884349823,0.09796655178070068,anonymized_text,True,Needs_Review,0.2556624710559845,0.004116564989089966,anonymized_text,False
doc_0046,Reports,Reports,0.058710537492133855,0.0381285299928419,anonymized_text,True,Reports,0.6641978621482849,0.04945051670074463,anonymized_text,True,Reports,0.5979791283607483,0.05255556106567383,anonymized_text,True,Reports,0.567878246307373,0.4462415799498558,anonymized_text,True,Needs_Review,0.2546631991863251,0.027335628867149353,anonymized_text,False
doc_0047,Reports,Reports,0.06187429854239582,0.04464126524016635,anonymized_text,True,Needs_Review,0.596747636795044,0.0019122958183288574,anonymized_text,False,Needs_Review,0.5572246313095093,0.001406550407409668,anonymized_text,False,Reports,0.2860903739929199,0.08370737731456757,anonymized_text,True,Reports,0.3645542562007904,0.11128392815589905,anonymized_text,True
doc_0048,Reports,Reports,0.040099150913216156,0.019164191073225728,anonymized_text,True,Reports,0.6662060022354126,0.04842555522918701,anonymized_text,True,Reports,0.5786218643188477,0.09238171577453613,anonymized_text,True,Forms_Structured,0.2711031138896942,0.07966563105583191,anonymized_text,False,Policy_Procedure_Contract,0.30121371150016785,0.08890104293823242,anonymized_text,False
doc_0049,Reports,Reports,0.058735504254573925,0.018507594336374895,anonymized_text,True,Reports,0.6998142600059509,0.079720139503479,anonymized_text,True,Reports,0.6448639035224915,0.1164054274559021,anonymized_text,True,Reports,0.38761967420578003,0.21552030742168427,anonymized_text,True,Policy_Procedure_Contract,0.3419037461280823,0.07152655720710754,anonymized_text,False
doc_0050,Reports,Reports,0.05330227440373241,0.0408155322201556,anonymized_text,True,Reports,0.6278736591339111,0.015388965606689453,anonymized_text,True,Reports,0.61691814661026,0.09324079751968384,anonymized_text,True,Needs_Review,0.2927563786506653,0.011132031679153442,anonymized_text,False,Reports,0.3965967297554016,0.19380441308021545,anonymized_text,True
doc_0051,Reports,Reports,0.04464938994789156,0.022370655502509936,anonymized_text,True,Needs_Review,0.6408581733703613,0.006881594657897949,anonymized_text,False,Needs_Review,0.5657839775085449,0.009430408477783203,anonymized_text,False,Reports,0.3669850528240204,0.1421448290348053,anonymized_text,True,Needs_Review,0.20873329043388367,0.009539976716041565,anonymized_text,False
doc_0052,Reports,Reports,0.06000026884036374,0.039490791898607616,anonymized_text,True,Reports,0.6470094323158264,0.02657836675643921,anonymized_text,True,Reports,0.5874852538108826,0.060218095779418945,anonymized_text,True,Reports,0.49071019887924194,0.3611796200275421,anonymized_text,True,HR_Documents,0.2911927103996277,0.04527938365936279,anonymized_text,False
doc_0053,Reports,Reports,0.032443127291796874,0.011106037419484144,anonymized_text,True,Reports,0.7161600589752197,0.03910410404205322,anonymized_text,True,Reports,0.653747022151947,0.06804788112640381,anonymized_text,True,Reports,0.34691259264945984,0.17092013359069824,anonymized_text,True,Reports,0.26308473944664,0.07024170458316803,anonymized_text,True
doc_0054,Reports,Reports,0.06272587386967102,0.04977445228871542,anonymized_text,True,Reports,0.7241143584251404,0.0908462405204773,anonymized_text,True,Reports,0.7114121317863464,0.1451030969619751,anonymized_text,True,Forms_Structured,0.24094973504543304,0.04325100779533386,anonymized_text,False,Emails,0.31945931911468506,0.05847221612930298,anonymized_text,False
doc_0055,Reports,Reports,0.118060145253116,0.08442241566894468,anonymized_text,True,Reports,0.661435067653656,0.08055317401885986,anonymized_text,True,Reports,0.5741356611251831,0.08499184250831604,anonymized_text,True,Reports,0.38742300868034363,0.2315131574869156,anonymized_text,True,Emails,0.3167433738708496,0.1122155636548996,anonymized_text,False
doc_0056,Reports,Reports,0.02615029038071172,0.0030242477825049366,anonymized_text,True,Reports,0.6895623803138733,0.08039474487304688,anonymized_text,True,Reports,0.6550416350364685,0.11007583141326904,anonymized_text,True,Reports,0.30431246757507324,0.08544997870922089,anonymized_text,True,Needs_Review,0.24781084060668945,0.016192331910133362,anonymized_text,False
doc_0057,Reports,Reports,0.08600515679760819,0.05690387205850724,anonymized_text,True,Reports,0.696940004825592,0.055238962173461914,anonymized_text,True,Reports,0.6265362501144409,0.08647346496582031,anonymized_text,True,Reports,0.3005993068218231,0.09609447419643402,anonymized_text,True,Policy_Procedure_Contract,0.3038037121295929,0.03450700640678406,anonymized_text,False
doc_0058,Reports,Reports,0.055286890163938014,0.037404553850313486,anonymized_text,True,Reports,0.6121138334274292,0.031606316566467285,anonymized_text,True,Reports,0.614659309387207,0.08943945169448853,anonymized_text,True,Reports,0.4734322726726532,0.328152671456337,anonymized_text,True,Reports,0.23790410161018372,0.06600381433963776,anonymized_text,True
doc_0059,Reports,Reports,0.09811564565971498,0.06724185206734708,anonymized_text,True,Reports,0.6532982587814331,0.03994816541671753,anonymized_text,True,Reports,0.5942458510398865,0.03902459144592285,anonymized_text,True,Reports,0.2989640235900879,0.10708992183208466,anonymized_text,True,Reports,0.9350631237030029,0.9081624299287796,anonymized_text,True
doc_0060,Reports,Reports,0.04496127208562454,0.026708601071975802,anonymized_text,True,Reports,0.6889709234237671,0.0694771409034729,anonymized_text,True,Reports,0.6099744439125061,0.11483696103096008,anonymized_text,True,Internal_Communications,0.2491338849067688,0.04789020121097565,anonymized_text,False,Emails,0.2661847770214081,0.06726497411727905,anonymized_text,False
doc_0061,Reports,Reports,0.04323681795059597,0.013864597862921081,anonymized_text,True,Reports,0.6944968700408936,0.07580924034118652,anonymized_text,True,Reports,0.6402983665466309,0.09160768985748291,anonymized_text,True,Reports,0.3071281611919403,0.1194571703672409,anonymized_text,True,Needs_Review,0.2417152374982834,0.01757223904132843,anonymized_text,False
doc_0062,Reports,Reports,0.06916103894671259,0.03218879705987195,anonymized_text,True,Reports,0.7003880739212036,0.0844118595123291,anonymized_text,True,Reports,0.6590551137924194,0.0965726375579834,anonymized_text,True,Forms_Structured,0.272073894739151,0.05665455758571625,anonymized_text,False,HR_Documents,0.46315935254096985,0.2946044057607651,anonymized_text,False
doc_0063,Reports,Reports,0.047778766172268124,0.03506388879323313,anonymized_text,True,Reports,0.69916832447052,0.03022080659866333,anonymized_text,True,Reports,0.6513700485229492,0.07375848293304443,anonymized_text,True,Reports,0.29215770959854126,0.09231631457805634,anonymized_text,True,Reports,0.27867624163627625,0.06454765796661377,anonymized_text,True
doc_0064,Reports,Reports,0.03443849348522783,0.02374650482078116,anonymized_text,True,Reports,0.6466423869132996,0.049263715744018555,anonymized_text,True,Reports,0.6064143776893616,0.079021155834198,anonymized_text,True,Reports,0.5128881335258484,0.3890138864517212,anonymized_text,True,Needs_Review,0.24814772605895996,0.028707385063171387,anonymized_text,False
doc_0065,Reports,Reports,0.05728963311398491,0.03283676824729699,anonymized_text,True,Reports,0.6936817169189453,0.06453555822372437,anonymized_text,True,Reports,0.623278021812439,0.03004246950149536,anonymized_text,True,Forms_Structured,0.3138393461704254,0.11061708629131317,anonymized_text,False,Reports,0.4936351180076599,0.31490352749824524,anonymized_text,True
doc_0066,Reports,Policy_Procedure_Contract,0.06201363993023077,0.021298162313920954,anonymized_text,False,Needs_Review,0.6458933353424072,0.008683264255523682,anonymized_text,False,Reports,0.6545410752296448,0.061980485916137695,anonymized_text,True,Reports,0.38242483139038086,0.19129103422164917,anonymized_text,True,Emails,0.5618047714233398,0.2506270706653595,anonymized_text,False
doc_0067,Reports,Reports,0.04328472860730718,0.00752167638716926,anonymized_text,True,Reports,0.6872910261154175,0.039716482162475586,anonymized_text,True,Reports,0.649690568447113,0.10033875703811646,anonymized_text,True,Forms_Structured,0.2728736102581024,0.07513728737831116,anonymized_text,False,Emails,0.9141588807106018,0.8807268440723419,anonymized_text,False
doc_0068,Reports,Reports,0.08127331435243212,0.04675720979582006,anonymized_text,True,Reports,0.7294200658798218,0.12867605686187744,anonymized_text,True,Reports,0.6382013559341431,0.08442896604537964,anonymized_text,True,Needs_Review,0.2261376827955246,0.02861015498638153,anonymized_text,False,Policy_Procedure_Contract,0.2811967134475708,0.09300018846988678,anonymized_text,False
doc_0069,Reports,Reports,0.06787159995182104,0.028806360313547698,anonymized_text,True,Reports,0.7500595450401306,0.09631270170211792,anonymized_text,True,Reports,0.6990628838539124,0.12964189052581787,anonymized_text,True,Reports,0.26825451850891113,0.03856532275676727,anonymized_text,True,Reports,0.38338205218315125,0.172718808054924,anonymized_text,True
doc_0070,Reports,Reports,0.05615963722285663,0.013561960031933065,anonymized_text,True,Reports,0.7143645286560059,0.0808749794960022,anonymized_text,True,Reports,0.6702184081077576,0.11399269104003906,anonymized_text,True,Reports,0.33786144852638245,0.12254846096038818,anonymized_text,True,Reports,0.5051838755607605,0.3566824048757553,anonymized_text,True
doc_0071,Reports,Reports,0.07287919811070302,0.04480775566495433,anonymized_text,True,Reports,0.652606725692749,0.019299030303955078,anonymized_text,True,Reports,0.6324684619903564,0.1079334020614624,anonymized_text,True,Reports,0.3824487328529358,0.19400456547737122,anonymized_text,True,Emails,0.3139406442642212,0.12120047211647034,anonymized_text,False
doc_0072,Reports,Reports,0.060473395016850506,0.0378832622791853,anonymized_text,True,Reports,0.6142076253890991,0.05200028419494629,anonymized_text,True,Reports,0.6174417734146118,0.10379976034164429,anonymized_text,True,Reports,0.40942853689193726,0.17722487449645996,anonymized_text,True,Reports,0.28225699067115784,0.03577613830566406,anonymized_text,True
doc_0073,Reports,Reports,0.0640559558002503,0.028584103203901513,anonymized_text,True,Reports,0.7378711104393005,0.07804054021835327,anonymized_text,True,Reports,0.6895743012428284,0.09308242797851562,anonymized_text,True,Forms_Structured,0.2677900493144989,0.08072289824485779,anonymized_text,False,Emails,0.5717554688453674,0.45828067511320114,anonymized_text,False
doc_0074,Reports,Reports,0.05362380553443256,0.014282147094848138,anonymized_text,True,Reports,0.6492400765419006,0.06199544668197632,anonymized_text,True,Reports,0.5454479455947876,0.040646255016326904,anonymized_text,True,Reports,0.35550808906555176,0.17173780500888824,anonymized_text,True,Needs_Review,0.2631240785121918,0.028751209378242493,anonymized_text,False
doc_0075,HR_Documents,HR_Documents,0.11686778822717506,0.08666638550648177,anonymized_text,True,HR_Documents,0.6782870888710022,0.10222548246383667,anonymized_text,True,HR_Documents,0.6190268397331238,0.04654353857040405,anonymized_text,True,Emails,0.8431664705276489,0.7846035622060299,anonymized_text,False,Emails,0.5355246663093567,0.17751282453536987,anonymized_text,False
